BOROUGH,longitude,latitude,Residential,Education Facility,Cultural Facility,Recreational Facility,Social Services,Transportation Facility,Commercial,Government Facility,Religious Institution,Health Services,Public Safety,Water,Miscellaneous
Manhattan,-73.94490254034984,40.783630807253374,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.89467702825472,40.66217433207992,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95388670413065,40.65619014410663,0,1,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.13762720981313,40.533443121947116,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.91419704637639,40.815633708891085,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.19314159880011,40.57978484874688,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.12967899348304,40.537618536529905,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.88936217522347,40.846236882445666,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9335540187432,40.79916730968972,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.92809985285157,40.67447542822467,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96182223568556,40.678576127052025,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93341081438503,40.691107316647354,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95508802229284,40.66963104380542,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.92345127634127,40.82239766235176,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.94785356267195,40.637709849360306,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.94752657122835,40.68471114478679,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.00771824275786,40.73122392016215,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.7901939252855,40.65342582903161,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.92354199239774,40.82620375802825,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.98361021158078,40.77335249165423,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.95034528847394,40.80253673562184,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.99140899429538,40.71024262857599,0,0,0,0,0,0,0,0,0,0,0,0,1
Bronx,-73.90828067205045,40.87150136135848,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.96934645101462,40.74997042190208,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.98015452933683,40.66496573973361,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.98466028286697,40.75455854638788,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.98499039950072,40.75414368694036,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.98521229487814,40.75383493169918,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.9854885468703,40.75340534099698,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.95676576904542,40.76218525576544,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.95481759368786,40.763095911623445,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.95584675933706,40.7617095935381,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.95615893072457,40.7630237107658,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.01129358555617,40.7341766793554,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.78385815740626,40.87343374753058,0,0,0,0,0,0,0,0,0,0,0,1,0
Staten Island,-74.10822858120399,40.617683514818694,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-74.0341511208344,40.6114313081553,0,0,0,0,0,0,0,0,0,0,0,0,1
Bronx,-73.91391389508716,40.82288303587728,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.91385136882403,40.82314862575271,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96879550661053,40.69134385895909,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96877807155879,40.69114371506296,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96781335901669,40.69014894669786,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96787256904699,40.69069338995023,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96778437430932,40.69053754265056,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9671052271331,40.6901825796387,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9696085646385,40.69085141184872,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93652543613383,40.82956489136634,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.98371266840672,40.75596505840278,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.95285706703048,40.79654452566471,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.8757939946724,40.87902797199702,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.84324254806504,40.676494859448724,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.8523608903397,40.725518843188325,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94053279381231,40.799687974907975,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.87288818018594,40.903059986189454,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.9450657940608,40.76856473259813,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.98737765798496,40.74329721250752,0,0,1,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.07647504346959,40.6430876153314,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.87074912418602,40.90105801661328,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98031490572049,40.68658125544389,0,0,0,0,0,0,0,0,1,0,0,0,0
Staten Island,-74.18427580967803,40.578866303971225,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.16910471004712,40.586688807737104,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.19403596975258,40.568401487389465,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.87319506190599,40.89958277780688,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.89519405241977,40.8991022456605,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.91858253583905,40.83993839149151,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89480862499026,40.84696938186398,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89036368907483,40.81732997604152,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.97593293282928,40.578257268899115,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.8712823183548,40.67576877432844,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.94347751923091,40.700958516072326,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.94720609701763,40.808271636676544,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.91416583325899,40.870295250448684,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.99455985179424,40.736187432817495,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.79637480576235,40.708603949410325,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.93160243460873,40.751778057921,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.78925013175026,40.592744461865244,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.07577904149478,40.63747073633786,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89096434582807,40.81708442582227,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.87132783563366,40.67581615891759,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.94723681196562,40.80829071118967,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.79648547872911,40.708501584119276,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.07594696845646,40.636876221338014,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.90880810621474,40.84640678239362,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.95435945504858,40.819551344469396,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89102094803488,40.81737443828115,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.9952229094751,40.74933378133668,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.99451725379092,40.736169680534296,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.92999882123546,40.75178132809645,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.91857232823197,40.839732310900615,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89487143588512,40.84693131777639,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89342062679086,40.86256315882261,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89031473201644,40.81716017120485,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.92726212246252,40.8132587474657,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.94354639592333,40.700956405191576,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.96842030876947,40.68267096273708,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.98653378246524,40.5761978784216,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.98267661611574,40.68388012134966,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.98591236497784,40.69738337687928,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.87128014179682,40.67571925181032,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.91429973980763,40.870244038540456,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.93553449888934,40.80467220617267,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.98832715226231,40.73573442201445,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.98816791677426,40.73564654065707,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.9472948095376,40.808306820084866,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.98842591434371,40.735760305604245,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.796223393129,40.70865272347499,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.93163880414944,40.751752228389385,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.78923732304526,40.59268228333179,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.93084485494832,40.65889477200978,0,0,0,0,0,0,1,0,0,0,0,0,0
Staten Island,-74.07579024791724,40.63742390991602,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.92403357848684,40.81727184346196,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.92018879414476,40.83609511980393,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.88125113665909,40.880247320576586,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.87127935456546,40.67568854607559,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.9683208083459,40.682237750838404,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.99380260207174,40.7186761268035,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.95442592013644,40.81958472686301,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.9442057756871,40.78473938588798,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.93153480223386,40.751737990057435,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.07590545685237,40.636782759602326,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.8910570881522,40.81752028575489,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.92060526919997,40.82680085558969,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.98682898779718,40.69335056720957,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.98742424321665,40.69469292758818,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-74.00762086502645,40.71716145877933,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.99384892920038,40.71858128363648,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-74.00274780385995,40.716411551681176,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.93158465347322,40.75170263816216,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.80277067271307,40.702302940390844,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.07641262860847,40.6432134591237,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.10559713617312,40.617972149392564,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96859403229983,40.690586116052934,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96862030057908,40.69064044667535,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.94323849829563,40.758752291666546,0,0,0,0,0,0,1,0,0,0,0,0,0
Queens,-73.92739003506497,40.74373789850326,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.98678574414232,40.704104099555586,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93557697217233,40.711628062852704,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.93556737510725,40.711665313148295,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.93168447681222,40.718840687668354,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.98686844977958,40.693245022094416,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.80326063433603,40.81282717830552,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.84887598266198,40.80451028062226,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.87769950132791,40.81895949233959,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.87238341568788,40.81722324989622,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.89012257467118,40.80702428372708,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89720052609783,40.80721101247468,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.8982059033485,40.808271228710176,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.89822050261104,40.80795197681556,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97193512378733,40.744440423048495,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.97208038786442,40.744661563341154,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.97198155784626,40.744273415208966,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-74.00260947126522,40.75321860623931,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.0022122131623,40.75379162808728,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-74.00076107969137,40.753015047778746,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9676271516088,40.71521171705547,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.99086318190786,40.692144478989455,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9640600325082,40.71841208530153,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-74.00667726500336,40.74360410324891,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-74.00330009492758,40.76043302000888,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-74.00379707020889,40.76064839134231,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-74.01023735077383,40.71251124753165,0,0,0,0,0,0,0,0,0,0,1,0,0
Queens,-73.94020368852523,40.74767794941642,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-74.01908237369072,40.62023736751971,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-74.0084858901876,40.75234965817076,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.89837375269222,40.86854748572137,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.89804008305796,40.8686782315565,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.95914182331803,40.73980345152446,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-74.01716014747703,40.713790502087114,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.83401338035736,40.84415438998137,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-74.00077506044705,40.728166955497905,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.92623848081287,40.68283183620479,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.90864547021782,40.8247384541626,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.96039883011139,40.80917120353588,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.95780269212737,40.76700983366144,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.90638343395439,40.66111138876784,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.87764354210643,40.64742170710826,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.93681063338408,40.81875678593463,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.96912284363928,40.79628666780095,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.92669699918012,40.753980616652065,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.99313792850711,40.756771191784786,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.865295796731,40.64809248834563,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97719280121291,40.68720904543597,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.85921533859519,40.85988139787969,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.97790759259551,40.7510367946575,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97177623365177,40.7540358973245,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.91358896254258,40.82762704557941,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.00327725273924,40.57351821338443,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.96275971004563,40.65481054216311,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.96119689168604,40.74183090328737,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-73.98217832081723,40.57321951612261,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.84107664710658,40.73912521751727,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.9870271117557,40.75958795540232,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98100202915703,40.691746029236995,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.88814729707994,40.85816491707891,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-74.02130998324503,40.68701298532435,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-74.00157918094808,40.70925765305265,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95759682909733,40.64591914001453,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95775656565795,40.64608872274564,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.9550274036197,40.71731845706366,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97557127262735,40.7154979259629,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.97362203235025,40.721684542178004,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96243072937574,40.71020846744359,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.88912788924173,40.668874512692305,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.92609777471552,40.67464286452581,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.92524119972316,40.674194795699925,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.92355964700359,40.70680551848169,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.04641194063447,40.690780429686484,0,0,1,0,0,0,0,0,0,0,0,0,0
Queens,-73.84134558640568,40.71660257910899,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.80806176454374,40.73421773885421,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.96986367650592,40.75356846286939,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.74350423810692,40.716631360436345,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-74.00021013499345,40.75382766304239,0,0,0,0,0,0,0,0,0,0,0,0,1
Brooklyn,-73.96808720432293,40.67335653556084,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.94501583801954,40.65990568892127,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-74.00094010497882,40.75343013993032,0,0,0,0,0,0,1,0,0,0,0,0,0
Queens,-73.924381402031,40.775488198880346,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.92581160139794,40.776817419967685,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.89553271745518,40.85982322125512,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.83255826900037,40.75937320282967,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.96406848969714,40.7776675758178,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.96394133614321,40.777488365803165,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96149033560997,40.715335476358796,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97044499931164,40.77011399410145,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.96886102316363,40.78054608246854,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.96256338132677,40.78226612540421,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.96110191748589,40.72923408548706,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.99329836721164,40.75818050802962,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.99335946517184,40.75819838088597,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93815397787239,40.800977125523566,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.96566354017982,40.60232267634094,0,0,1,0,0,0,0,0,0,0,0,0,0
Bronx,-73.8441764942662,40.87129021907995,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.9470317397129,40.82557853439056,0,0,0,0,1,0,0,0,0,0,0,0,0
Staten Island,-74.24619302793153,40.50905141532601,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.7894709790709,40.75587993188089,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.90050971430566,40.81643521193765,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.9333264432422,40.68200535211888,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.84216795858148,40.73932199455559,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.76300058486277,40.7522438047386,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.79287000504222,40.80546213164081,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.93063806465216,40.77363094416206,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.75036350795158,40.707299682908875,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.91844678272206,40.67104501790817,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.94840864613457,40.63208668961294,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.81845741593622,40.769159822286106,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.85873404854063,40.691051937805064,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.88588719908685,40.84746079339395,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.88934361220139,40.753893129009555,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.88947752589289,40.7543719909842,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.92801942753002,40.61773658901889,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.98841081890447,40.709574532015765,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.98700160906519,40.70957367555795,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-73.99541524375012,40.670526559565694,0,0,0,0,0,0,1,0,0,0,0,0,0
Queens,-73.821114714082,40.725907536821666,0,0,0,0,0,0,0,0,0,0,0,0,1
Queens,-73.79822690357979,40.765266527885586,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.9272334301808,40.85500802617333,0,0,0,0,1,0,0,0,0,0,0,0,0
Queens,-73.74145913408056,40.676664902415716,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.77422562354234,40.686284613801426,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.76259316211143,40.70809690942616,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.99275497684093,40.69000444013752,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.98788964102425,40.638158793382466,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.84718419881303,40.73826929343782,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97643929630756,40.67345021193915,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.74687476697652,40.60955896665101,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.91725956228879,40.68867418308885,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.9180678664813,40.6245426825182,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.9342640773413,40.85450715512299,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.77770157408332,40.64600869453022,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.84848745656005,40.84333345671149,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.91725888198715,40.689368211877614,0,0,1,0,0,0,0,0,0,0,0,0,0
Queens,-73.92054689539378,40.72557421047059,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.89854533329114,40.86069039501773,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.9910219061279,40.72594121617006,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.90172829543319,40.84101295818885,0,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan,-73.96438787067251,40.800196573965806,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.92936508712452,40.6306554199564,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.97463870199695,40.75377413192986,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.92175733996034,40.82731212449715,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.97013631948721,40.75343022455414,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.97962390897683,40.75190898106646,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-74.00912769399369,40.701537871513636,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-74.00923382073972,40.70151784991308,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97239067739238,40.74209575536768,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.9736859710913,40.73524891906024,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-74.00692313072042,40.75485917494397,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.93595500414085,40.8542501426864,0,0,0,0,0,0,0,0,1,0,0,0,0
